,poi_name,poi_porb,lat,lng
0,南锣鼓巷,0.6052685822754612,39.937295,116.40319
1,什刹海酒吧街,0.4769029101241558,39.941836,116.38531100000002
2,前门大街,0.5805739753114736,39.898035,116.39798300000001
3,王府井小吃街,0.5162920220304325,39.911336999999996,116.410625
4,王府井步行街,0.9198655733832592,39.916179,116.411121
5,蓝色港湾,0.8765878757210531,39.949379177804,116.47471725941001
6,西单大悦城,1.0,39.910924376102,116.37360191344999
7,侨福芳草地购物中心,0.9388338435061968,39.919512,116.448552
8,朝阳大悦城,1.0,39.923662282213,116.5182753763
9,西单商业街,1.0,39.907808871309,116.37459397316002
10,北京T3日上免税店,0.9807778978664228,40.082342,116.595022
11,宜家家居,0.8831688321061251,39.977134,116.46325
12,国贸商城,1.0,39.910128987852,116.46065378188999
13,北锣鼓巷,0.42741641497534705,39.943528,116.402928
14,瑞蚨祥(大栅栏店),0.6108744424219942,39.895053999999995,116.39631399999999
15,内联升(大栅栏店),0.434693329869934,39.895053999999995,116.39631399999999
16,杨梅竹斜街,0.5484355945179888,39.895645537378,116.392204
17,王府井百货(王府井大街店),0.977873502297067,39.913877895216,116.41058468818001
18,三里屯酒吧街,0.8769882539056447,39.934219,116.45561599999999
19,燕莎奥特莱斯购物中心,0.9925827933121416,39.876800537109,116.4879989624
20,鬼味烤翅,0.6784567703981802,39.93826675415,116.40068054199
21,PAGEONE书店(三里屯店),0.8851489176795909,39.935712,116.45517199999999
22,东方新天地,0.9966361896902654,39.90950012207,116.41500091553002
23,荟聚·西红门购物中心,0.9298594547045942,39.787486,116.327024
24,动物园服装批发市场,0.9876267567317109,39.936901092529,116.33899688721
25,顶秀美泉小镇,0.486196678971828,40.371394,116.67103999999999
26,赛特奥特莱斯,0.9837180286438816,40.035796999999995,116.503698
27,君太百货,1.0,39.909519195556996,116.37371063232
28,新光天地,1.0,39.91019821167,116.47899627686
29,颐堤港,0.9896123136594402,39.969794,116.49163100000001
30,老佛爷百货(西单店),1.0,39.914249613571,116.37437283993
31,西单购物中心,1.0,39.911376953125,116.37442016601999
32,凯德MALL(西直门店),0.9956662461507176,39.941839677654,116.35285545767
33,王府井书店,0.8931266319139369,39.910354614258,116.41159820556999
34,北京新世界商场(崇文门店),1.0,39.898509777503,116.41764672883998
35,国家会议中心,0.5716043492851589,40.000190172555,116.39042408393999
36,宜家家居餐厅(四元桥店),0.6513069230036703,39.97732,116.46337
37,汉光百货,1.0,39.909378090935,116.37473106383999
38,哈根达斯(西单店),0.6524446358695271,39.9096,116.37338999999999
39,北京图书大厦,0.9442498443092096,39.908058958554,116.37742997706002
40,金融街,0.9089417025304471,39.915798187255994,116.3629989624
41,芝士青年,0.5762803689381696,39.940992,116.40200300000001
42,国瑞城购物中心,1.0,39.898399353027,116.42500305176
43,秀水街,0.9662842883927946,39.910884,116.438824
44,西单商场(西单店),0.995652345220588,39.912267192609,116.37420225142999
45,五道口购物中心,0.9893050699427768,39.985233,116.33981299999999
46,北京市百货大楼,0.958802654954244,39.913436889648,116.41033935546999
47,西单明珠商场,1.0,39.91019821167,116.37599945068001
48,中央戏剧学院,0.6224575709596001,39.935981,116.404582
49,北京国际车展,0.9330928869068418,40.068099975586,116.54699707031
50,西单文化广场,0.9750911341312554,39.908723983851,116.37505039573
51,新东安广场,1.0,39.915098,116.411878
52,北京来福士购物中心,1.0,39.939976894512,116.43208825397
53,万达广场(北京CBD店),1.0,39.909105559442,116.47061497882
54,PAGEONE书店(颐堤港店),0.7647669079042486,39.969802856445,116.4916229248
55,北京拉斐特城堡公园,0.5728427440763233,40.131801,116.44865300000001
56,天意小商品批发市场,0.965570652269794,39.923599243164,116.34200286865
57,凯德MALL(望京店),1.0,39.992558365917,116.46887540816999
58,华贸购物中心,1.0,39.909110999999996,116.481394
59,北京富力广场,1.0,39.895441,116.460727
60,SOHO尚都,1.0,39.919058,116.453179
61,长安大戏院,0.8356003784983649,39.909473999999996,116.430299
62,百荣世贸商城(木樨园),1.0,39.861050187071,116.39810991286998
63,成贤街,0.7106686553798339,39.945419311523,116.40966033935
64,潘家园眼镜城,0.9751717313208575,39.878249,116.46186399999999
65,日上免税行(北京首都国际机场2号航站楼店),0.8014271361855211,40.077923,116.594971
66,首都体育馆,0.748498385954966,39.940292358398,116.32725524902
67,北京科技大学,0.4674529418859634,39.99033,116.35911999999999
68,万达广场(石景山店),1.0,39.905864,116.226671
69,好运街,0.8814088187778518,39.950817,116.47150800000001
70,百盛购物中心(复兴门店),1.0,39.907883753579,116.3581080816
71,龙德广场,1.0,40.058788299561,116.41486358643
72,枫花园汽车电影院,0.6651808356190829,39.958072662354,116.48067474365
73,北京马连道茶城,0.6650966130181649,39.88159942627,116.327003479
74,中关村图书大厦,0.9172679487065659,39.984401702880994,116.30536651611
75,鼎好电子商城,0.9492963575466148,39.984761,116.31411100000001
76,耀莱国际影城,0.9114273742423128,39.913191,116.27858799999998
77,万达影院,0.933876800948866,39.909255691963,116.46983265876999
78,外文书店(王府井店),0.831768444007159,39.922458648681996,116.41054534911999
79,宣武教堂,0.6433391309792202,39.900974273681996,116.37476348876999
80,北京摄影器材城,0.5995689644147589,39.916347503662,116.2734375
81,弹丸滋地(南锣鼓巷店),0.8534337831313805,39.936983000000005,116.403062
82,华威商场,1.0,39.911187,116.37474099999999
83,西单文化广场77thStreet购物中心,1.0,39.908046,116.375215
84,华联商厦(五道口店),1.0,39.991466522217,116.33959960938
85,庄胜崇光百货,1.0,39.895999908446996,116.37599945068001
86,女人街,1.0,39.956527709961,116.46772003174
87,金逸国际影城(中关村店),1.0,39.978397369385,116.31581878661999
88,工美大厦(王府井店),0.9295453319293294,39.910755157471,116.41186523438
89,海龙电子城,0.9737973302346576,39.925439500611,116.41327026366999
90,肯德基(王府井百货店),0.5435432966661218,39.913471221924,116.41082000732
