,poi_name,poi_porb,lat,lng
0,宏源南门涮肉(前海店),0.9434764345422676,39.941836,116.38531100000002
1,东来顺饭庄(前门大街店),0.9580302750256372,39.898035,116.39798300000001
2,聚德华天烤肉季(什刹海总店),0.568250386323061,39.939299,116.395628
3,聚宝源(牛街北口店),0.9272306694400756,39.886772,116.36328300000001
4,东来顺饭庄(王府井店),0.9907294956659292,39.910914,116.411403
5,宏源南门涮肉(天坛店),0.9999999029006332,39.873578,116.413647
6,爆肚冯(前门店),0.5708556328452492,39.89674,116.39569399999999
7,烤肉宛饭庄(南礼士路店),0.645506386556676,39.910931,116.352802
8,鸿宾楼,0.5866066786445563,39.927882000000004,116.34349399999999
9,海底捞火锅(王府井in88店),0.6515417161724804,39.916012,116.41181599999999
10,东来顺饭庄(大栅栏店),0.9709902953434286,39.925439500611,116.41327026366999
11,牛街清真超市美食城,0.5089324743477667,39.887007000000004,116.36330900000002
12,东兴顺爆肚张,0.5519623710471965,39.938635,116.39481699999999
13,老诚一锅(双井店),0.538501266033981,39.893941,116.46855
14,香草香草云南原生态火锅(人大西门店),0.7443640136691919,39.971914,116.30645700000001
15,呷哺呷哺(西单大悦城店),0.7926552669484805,39.911459,116.372446
16,呷哺呷哺(北新桥店),0.6406729369692615,39.941672,116.41687399999999
17,东来顺饭庄(五道口店),0.9999999999999992,39.992067,116.338976
18,西贝西北菜(颐和园店),0.5405483371047292,40.003242492676,116.27349853516
19,东来顺(中关村海淀大街店),0.9998176077021492,39.982071000000005,116.30756299999999
20,黄记煌三汁焖锅(天坛东路),0.4958918133426736,39.877563476562,116.42149353027
21,HI辣火锅(香饵胡同店),0.5786523497168936,39.939146,116.4113
22,功德林素菜饭庄(前门东大街店),0.4499700490545165,39.900262,116.41171299999999
23,宽板凳老灶火锅(簋街一店),0.6319025203313541,39.94125601172,116.42236039918001
24,重庆孔亮火锅(东直门店),0.6993506932784991,39.940734863281,116.42066192626999
