,poi_name,poi_porb,lat,lng
0,北京全聚德(前门店),0.9234208234955438,39.896591,116.398311
1,四季民福烤鸭店(前门廊坊二条店),0.5306751397399749,39.897044,116.39743999999999
2,四季民福烤鸭店(故宫店),0.6696796531194915,39.914590000000004,116.402891
3,全聚德(和平门店),0.97689241145609,39.899371,116.385567
4,大董(北京王府井店),0.6516729682187298,39.91025,116.41103000000001
5,北京全聚德(王府井店),0.9032079845217432,39.911953999999994,116.412028
6,便宜坊烤鸭店(新世界店),0.9809133013617388,39.896237,116.417402
7,便宜坊烤鸭(鲜鱼口店),0.9719351720933582,39.89618,116.40086200000002
8,四季民福烤鸭店(灯市口店),0.7252923514755248,39.918292,116.408925
9,花家怡园(四合院总店),0.452214447530812,39.94119,116.41897
10,四季民福烤鸭店(东四十条店),0.8572486259462494,39.933865999999995,116.430191
11,大董(北京南新仓店),0.7341420988273126,39.932894,116.431068
12,大董(北京团结湖店),0.7537559468701369,39.932888,116.462175
13,全聚德烤鸭店(什刹海店),1.0,39.935731,116.39080600000001
14,利群烤鸭店,0.9999757976622232,39.898381,116.406213
15,聚德华天烤肉季(鲜鱼口店),0.4524881768515033,39.895868,116.400139
16,全聚德烤鸭(清华园店),0.9703232597483176,39.993581,116.330376
17,全聚德(天安门店),0.8675953237904392,39.901385,116.39991200000001
18,便宜坊烤鸭店(世茂广场·工三店),1.0,39.934604,116.449548
19,大鸭梨烤鸭店(劲松店),0.559366628581296,39.994201660156,116.36799621581999
20,大宅门,0.671536389040924,39.906700134277,116.44200134277
21,一朵一果,0.5150137317788055,39.939299,116.395628
22,一朵一果,0.5150137317788055,39.93864440918,116.4030456543
