,poi_name,poi_porb,lat,lng
0,前门大街,0.6842747083606615,39.898035,116.39798300000001
1,王府井小吃街,0.7060183601062876,39.911336999999996,116.410625
2,王府井步行街,1.0,39.916179,116.411121
3,瑞蚨祥(大栅栏店),0.5579008250052074,39.895053999999995,116.39631399999999
4,王府井百货(王府井大街店),0.7931874267847625,39.913877895216,116.41058468818001
5,金融街,0.5514741645010404,39.915798187255994,116.3629989624
6,北京市百货大楼,0.5634505819197158,39.913436889648,116.41033935546999
7,长安大戏院,0.7802101108515794,39.909473999999996,116.430299
8,成贤街,0.6090698102566409,39.945419311523,116.40966033935
9,肯德基(王府井百货店),0.78152754774995,39.913471221924,116.41082000732
